parking_id,city_zone,vehicle_type,entry_time,duration_minutes,hourly_rate,total_amount,payment_mode,violation,user_type
345,Zone-A,Car,2024-06-30 04:00:00,60,20,20.0,CARD,No,regular
346,ZONE-B,Car,2024-06-24 23:00:00,30,0,0.0,,Y,Regular
347,zone-a,,2024-01-13 23:00:00,120,,60.0,CARD,No,VISITOR
348,zone-a,Car,2024-02-06 01:00:00,60,0,0.0,,Yes,Visitor
349,Zone-A,Bike,2024-04-02 10:00:00,0,40,0.0,UPI,No,Visitor
350,Zone-A,EV,2024-01-17 06:00:00,120,20,40.0,UPI,Y,regular
351,Zone-A,,2024-04-21 10:00:00,30,30,15.0,Cash,,regular
352,Zone-C,EV,2024-05-26 16:00:00,,0,0.0,Cash,YES,
353,Zone A,,,30,,15.0,,No,Regular
354,Zone-C,Car,2024-04-28 22:00:00,60,30,30.0,Cash,Yes,regular
355,ZONE-B,,2024-02-15 10:00:00,30,30,15.0,UPI,,regular
356,Zone-C,EV,2024-05-21 22:00:00,15,40,10.0,CARD,Yes,Visitor
357,zone-a,Car,2024-06-20 15:00:00,30,30,15.0,UPI,Y,Regular
358,zone-a,Car,2024-02-24 18:00:00,5,0,0.0,CARD,N,Visitor
359,,Bike,,240,30,120.0,CARD,No,Visitor
360,,EV,2024-06-18 19:00:00,0,40,0.0,UPI,N,Visitor
361,ZONE-B,Car,2024-02-29 19:00:00,60,40,40.0,UPI,YES,Regular
362,,Car,2024-02-12 02:00:00,30,20,10.0,,Y,Visitor
363,,Bike,2024-05-24 21:00:00,60,40,40.0,Card,No,
364,,Car,2024-01-04 12:00:00,60,20,20.0,upi,,VISITOR
365,ZONE-B,CAR,,30,40,20.0,CARD,Y,regular
366,Zone-A,Car,2024-07-21 01:00:00,60,0,0.0,,No,Regular
367,Zone-C,Car,2024-01-16 23:00:00,30,20,10.0,,No,Regular
368,,car,2024-01-23 23:00:00,30,40,20.0,Cash,No,Visitor
369,ZONE-B,Bike,2024-05-02 23:00:00,5,30,2.5,CARD,Yes,
370,ZONE-B,Car,2024-06-27 03:00:00,60,0,0.0,upi,YES,Visitor
371,Zone-A,Bike,2024-05-04 15:00:00,60,20,20.0,Cash,Yes,Visitor
372,Zone A,car,2024-05-11 16:00:00,240,30,120.0,Card,No,Regular
373,Zone-A,,2024-03-19 04:00:00,5,40,3.33,UPI,No,Visitor
374,,Car,2024-01-12 09:00:00,60,,30.0,,YES,regular
375,,,2024-06-04 14:00:00,15,30,7.5,,Yes,VISITOR
376,,Bike,2024-04-18 11:00:00,120,40,80.0,Card,No,Regular
377,Zone-C,Car,2024-06-22 02:00:00,120,30,60.0,UPI,Y,
378,ZONE-B,,2024-01-26 07:00:00,60,30,30.0,UPI,No,VISITOR
379,Zone A,Car,2024-06-29 10:00:00,30,40,20.0,UPI,N,Regular
380,zone-a,Bike,2024-05-09 21:00:00,15,30,7.5,CARD,Yes,Visitor
381,zone c,EV,,60,30,30.0,Cash,N,VISITOR
382,Zone-A,Car,2024-02-13 10:00:00,60,30,30.0,Cash,Yes,Visitor
383,,EV,2024-02-25 15:00:00,60,20,20.0,CARD,No,Visitor
384,Zone A,CAR,2024-01-27 00:00:00,240,20,80.0,,No,Visitor
385,zone-a,Car,2024-04-18 03:00:00,15,40,10.0,UPI,No,Regular
386,zone c,EV,2024-06-26 00:00:00,5,0,0.0,,No,Regular
387,ZONE-B,Bike,2024-04-07 06:00:00,60,40,40.0,upi,No,Visitor
388,,EV,2024-04-20 19:00:00,120,0,0.0,UPI,YES,Visitor
389,ZONE-B,Car,2024-06-02 06:00:00,120,40,80.0,Cash,No,Regular
390,,Bike,2024-06-08 14:00:00,5,30,2.5,UPI,Y,Visitor
391,ZONE-B,EV,2024-01-19 13:00:00,15,40,10.0,,No,regular
392,,Car,2024-04-05 08:00:00,30,,15.0,Cash,Y,Regular
393,zone-a,Bike,2024-03-18 00:00:00,60,30,30.0,Cash,Y,Visitor
394,zone-a,Bike,2024-05-31 15:00:00,120,0,0.0,Card,Y,Visitor
395,,Car,2024-01-08 03:00:00,60,30,30.0,CARD,No,Visitor
396,zone c,EV,2024-06-25 23:00:00,240,40,160.0,Card,No,VISITOR
397,Zone-A,Bike,2024-03-18 02:00:00,60,30,30.0,,Yes,Regular
398,Zone-C,Car,2024-05-14 23:00:00,60,30,30.0,UPI,Yes,Visitor
399,ZONE-B,,2024-05-17 12:00:00,-30,30,-15.0,Cash,No,Visitor
400,Zone-A,Bike,2024-03-06 21:00:00,5,40,3.33,Cash,No,Visitor
401,Zone-C,Bike,2024-02-02 09:00:00,15,40,10.0,CARD,No,Visitor
402,,Car,2024-03-15 19:00:00,30,30,15.0,Card,Y,VISITOR
403,zone c,car,2024-02-18 04:00:00,15,30,7.5,UPI,No,Regular
404,Zone-C,car,2024-06-20 17:00:00,15,20,5.0,Cash,Yes,regular
405,ZONE-B,Car,2024-06-21 01:00:00,120,20,40.0,Card,No,regular
406,Zone-A,Car,2024-04-16 05:00:00,15,30,7.5,Cash,No,VISITOR
407,zone-a,Car,2024-05-04 02:00:00,30,30,15.0,Card,No,VISITOR
408,zone c,,2024-07-19 18:00:00,15,40,10.0,Card,Y,Visitor
409,ZONE-B,Bike,2024-07-19 21:00:00,15,20,5.0,,No,Regular
410,,Car,2024-05-27 11:00:00,120,30,60.0,upi,No,VISITOR
411,,EV,2024-03-16 13:00:00,15,40,10.0,UPI,Yes,regular
412,,car,2024-06-26 13:00:00,60,30,30.0,Cash,YES,Regular
413,Zone-C,Car,2024-06-20 13:00:00,30,,15.0,Card,,Visitor
414,zone-a,Bike,2024-01-25 21:00:00,15,20,5.0,,Yes,
415,zone c,Car,2024-03-03 08:00:00,120,,60.0,,No,Visitor
416,ZONE-B,Bike,2024-06-08 12:00:00,60,,30.0,UPI,No,Regular
417,zone c,Car,2024-06-29 08:00:00,15,40,10.0,Card,N,VISITOR
418,ZONE-B,Bike,2024-02-14 23:00:00,60,,30.0,,Yes,VISITOR
419,ZONE-B,Bike,2024-03-15 02:00:00,240,0,0.0,CARD,YES,
420,Zone-C,car,wrong_time,60,30,30.0,UPI,,regular
421,zone-a,car,2024-03-10 16:00:00,5,20,1.67,UPI,Yes,Visitor
422,,Car,2024-06-02 08:00:00,15,30,7.5,CARD,Yes,Regular
423,,Car,2024-04-10 08:00:00,30,30,15.0,UPI,YES,VISITOR
424,ZONE-B,car,2024-05-05 06:00:00,120,20,40.0,Cash,No,Regular
425,ZONE-B,Bike,2024-05-12 17:00:00,120,40,80.0,UPI,Yes,Regular
426,Zone-C,car,2024-04-30 13:00:00,30,40,20.0,UPI,No,
427,Zone-C,Car,2024-03-07 03:00:00,60,40,40.0,,Yes,regular
428,Zone A,Bike,2024-01-12 22:00:00,0,40,0.0,CARD,,Visitor
429,Zone-A,EV,2024-06-19 19:00:00,15,40,10.0,Card,Yes,Visitor
430,Zone-A,Car,2024-04-23 05:00:00,60,30,30.0,Cash,,Regular
431,Zone-C,Car,2024-03-16 19:00:00,30,40,20.0,,Y,Regular
432,ZONE-B,EV,2024-07-01 22:00:00,5,40,3.33,Card,No,regular
433,Zone-C,Bike,2024-03-28 17:00:00,240,20,80.0,UPI,Yes,Visitor
434,zone c,car,2024-07-26 22:00:00,60,20,20.0,Cash,No,Visitor
435,Zone-C,,,30,,15.0,CARD,Yes,VISITOR
436,zone-a,car,2024-02-26 00:00:00,30,20,10.0,upi,,Visitor
437,,Car,2024-04-20 17:00:00,60,30,30.0,UPI,Yes,Visitor
438,,CAR,2024-04-26 21:00:00,15,30,7.5,upi,YES,Visitor
439,zone-a,,2024-07-24 01:00:00,30,30,15.0,UPI,Yes,Visitor
440,zone-a,Car,2024-02-24 03:00:00,15,,7.5,Cash,Yes,Regular
441,zone-a,,,60,,30.0,upi,No,
442,ZONE-B,Bike,wrong_time,60,40,40.0,CARD,Yes,Regular
443,,Bike,2024-04-24 04:00:00,15,40,10.0,,YES,
444,Zone-C,Bike,2024-03-28 17:00:00,30,30,15.0,UPI,No,Regular
445,zone-a,Car,2024-03-19 23:00:00,120,,60.0,UPI,No,Visitor
446,zone c,Bike,2024-04-22 13:00:00,240,30,120.0,UPI,YES,Visitor
447,zone c,Car,2024-03-11 04:00:00,5,20,1.67,,No,Regular
448,Zone A,Car,2024-07-03 22:00:00,5,40,3.33,Card,No,Regular
449,Zone A,car,2024-04-24 15:00:00,240,30,120.0,CARD,,VISITOR
450,Zone-C,Bike,2024-02-12 14:00:00,30,,15.0,UPI,Yes,
451,zone c,Bike,2024-03-05 00:00:00,15,,7.5,Card,No,regular
452,Zone-C,Bike,2024-02-01 01:00:00,60,40,40.0,Cash,YES,VISITOR
453,Zone-A,Bike,2024-06-10 03:00:00,60,30,30.0,Card,Yes,Visitor
454,Zone-A,Bike,2024-07-07 01:00:00,120,30,60.0,Cash,YES,Regular
455,zone c,car,2024-05-30 06:00:00,60,40,40.0,,Yes,VISITOR
456,Zone A,Bike,2024-06-03 00:00:00,30,20,10.0,,No,Visitor
457,Zone-A,Bike,2024-06-22 16:00:00,-30,0,-0.0,Cash,N,VISITOR
458,zone-a,EV,2024-04-03 05:00:00,15,40,10.0,Card,YES,VISITOR
459,zone c,,2024-01-11 23:00:00,30,30,15.0,,Yes,VISITOR
460,,Bike,2024-05-26 04:00:00,15,20,5.0,CARD,Yes,regular
461,,Car,2024-05-29 04:00:00,15,0,0.0,UPI,No,VISITOR
462,Zone-A,CAR,2024-05-19 04:00:00,5,40,3.33,Cash,No,regular
463,Zone-C,EV,2024-04-11 00:00:00,120,0,0.0,UPI,Yes,Visitor
464,Zone A,EV,2024-03-15 17:00:00,120,30,60.0,,Yes,Regular
465,ZONE-B,Bike,2024-06-19 01:00:00,60,0,0.0,Cash,No,regular
466,ZONE-B,,2024-03-14 02:00:00,120,30,60.0,UPI,No,Regular
467,Zone A,Bike,2024-01-09 22:00:00,240,0,0.0,CARD,YES,Visitor
468,zone-a,,2024-06-20 03:00:00,15,30,7.5,upi,Yes,Regular
469,Zone-C,,2024-01-17 06:00:00,30,20,10.0,Card,No,Visitor
470,Zone A,Car,2024-04-17 02:00:00,120,40,80.0,Cash,Yes,VISITOR
471,Zone A,CAR,2024-06-20 08:00:00,15,20,5.0,,Y,VISITOR
472,zone-a,EV,2024-03-17 11:00:00,15,0,0.0,UPI,No,Visitor
473,,car,2024-01-25 21:00:00,60,30,30.0,,YES,VISITOR
474,ZONE-B,,2024-01-25 12:00:00,120,30,60.0,,Yes,VISITOR
475,ZONE-B,CAR,2024-04-05 09:00:00,15,40,10.0,UPI,N,VISITOR
476,ZONE-B,,2024-04-17 01:00:00,15,40,10.0,Card,YES,VISITOR
477,Zone-C,Car,2024-04-03 13:00:00,,20,20.0,Cash,Y,Regular
478,Zone-A,Car,2024-07-05 13:00:00,-30,20,-10.0,UPI,No,Visitor
479,Zone-A,Car,2024-03-22 09:00:00,15,20,5.0,Card,No,Regular
480,zone c,Car,2024-05-17 18:00:00,60,,30.0,UPI,Yes,VISITOR
481,zone c,Car,2024-04-25 12:00:00,60,30,30.0,UPI,No,Regular
482,zone-a,Bike,2024-02-29 17:00:00,-30,30,-15.0,upi,Yes,Visitor
483,Zone-C,,2024-04-23 07:00:00,30,40,20.0,CARD,No,Visitor
484,zone-a,,2024-01-25 20:00:00,30,0,0.0,Cash,No,regular
485,Zone A,Bike,2024-07-27 04:00:00,120,40,80.0,CARD,No,regular
486,,CAR,,-30,0,-0.0,UPI,N,Visitor
487,Zone-C,car,2024-01-21 19:00:00,120,40,80.0,,Yes,regular
488,,EV,2024-02-22 07:00:00,120,30,60.0,CARD,No,
489,zone-a,Car,2024-05-01 13:00:00,15,20,5.0,Cash,No,Regular
490,ZONE-B,EV,2024-04-06 05:00:00,60,,30.0,CARD,Yes,Visitor
491,zone-a,EV,2024-07-15 17:00:00,120,30,60.0,upi,YES,VISITOR
492,,Car,2024-05-25 19:00:00,-30,40,-20.0,Cash,Yes,VISITOR
493,Zone-A,Car,2024-04-28 23:00:00,240,20,80.0,Cash,No,Visitor
494,zone c,EV,2024-07-08 16:00:00,5,40,3.33,Cash,Yes,Visitor
495,Zone-C,EV,2024-06-08 10:00:00,5,20,1.67,Card,Y,Regular
496,,EV,2024-05-26 12:00:00,15,30,7.5,,Y,Regular
497,zone c,,2024-01-14 02:00:00,60,30,30.0,Cash,,Regular
498,Zone-A,Car,2024-02-18 17:00:00,30,20,10.0,UPI,No,Regular
499,Zone-C,EV,2024-07-04 14:00:00,15,0,0.0,Cash,No,Visitor
500,Zone-C,,2024-01-15 09:00:00,60,30,30.0,UPI,Yes,VISITOR
501,,Car,2024-02-22 18:00:00,30,40,20.0,CARD,No,Visitor
502,Zone-C,Car,2024-03-20 01:00:00,120,,60.0,Card,N,Regular
503,Zone A,Car,2024-07-12 23:00:00,0,30,0.0,CARD,No,VISITOR
504,zone c,CAR,2024-03-14 04:00:00,120,40,80.0,upi,Yes,Regular
505,Zone-A,car,2024-05-10 08:00:00,15,20,5.0,Cash,Y,Visitor
506,ZONE-B,Bike,2024-01-28 20:00:00,30,30,15.0,,No,regular
507,Zone-C,Car,2024-02-13 07:00:00,30,,15.0,,No,
508,zone-a,car,2024-02-22 16:00:00,120,0,0.0,,YES,regular
509,Zone A,Car,2024-01-30 11:00:00,5,40,3.33,Cash,No,Visitor
510,,Bike,2024-03-04 21:00:00,240,20,80.0,UPI,YES,Regular
511,,Car,2024-01-13 07:00:00,120,20,40.0,CARD,YES,Regular
512,Zone-A,Car,2024-04-07 08:00:00,30,20,10.0,UPI,No,Visitor
513,,,2024-07-25 21:00:00,30,30,15.0,UPI,No,VISITOR
514,ZONE-B,Bike,2024-06-15 02:00:00,15,20,5.0,UPI,Yes,Regular
515,ZONE-B,Bike,2024-03-16 13:00:00,15,30,7.5,UPI,No,Regular
516,Zone-C,car,2024-02-22 16:00:00,30,20,10.0,Card,YES,VISITOR
517,ZONE-B,EV,2024-03-11 03:00:00,240,20,80.0,,N,Regular
518,Zone-C,Car,2024-03-17 14:00:00,240,,120.0,Cash,Yes,VISITOR
519,ZONE-B,Car,2024-02-09 02:00:00,30,40,20.0,Cash,YES,Regular
520,zone-a,,2024-01-19 15:00:00,240,20,80.0,UPI,Yes,VISITOR
521,Zone A,CAR,2024-01-31 04:00:00,,30,30.0,UPI,No,
522,,Bike,2024-05-13 13:00:00,60,40,40.0,Cash,N,VISITOR
523,Zone-C,EV,2024-01-31 04:00:00,15,30,7.5,upi,YES,Regular
524,zone c,Bike,,60,,30.0,Cash,Y,Visitor
525,Zone A,Bike,2024-07-28 15:00:00,60,,30.0,upi,N,Visitor
526,,Bike,2024-01-25 23:00:00,30,,15.0,Cash,No,Visitor
527,ZONE-B,Bike,2024-02-23 11:00:00,30,,15.0,UPI,,regular
528,zone-a,EV,2024-06-07 12:00:00,240,40,160.0,UPI,Yes,
529,Zone-C,Car,2024-07-28 09:00:00,30,40,20.0,Card,Yes,
530,zone-a,car,2024-02-09 07:00:00,30,40,20.0,Cash,Yes,Visitor
531,ZONE-B,Bike,2024-06-27 15:00:00,30,40,20.0,upi,Y,Visitor
532,ZONE-B,Bike,2024-04-21 09:00:00,120,40,80.0,UPI,,regular
533,Zone-A,Bike,2024-04-12 15:00:00,30,20,10.0,CARD,Yes,regular
534,zone c,Car,2024-01-20 06:00:00,240,20,80.0,,No,Visitor
535,zone-a,Car,,60,30,30.0,CARD,Y,Visitor
536,Zone-A,EV,2024-03-12 04:00:00,-30,40,-20.0,UPI,N,Visitor
537,zone-a,Bike,2024-01-06 23:00:00,60,40,40.0,,No,regular
538,ZONE-B,Bike,2024-07-02 19:00:00,15,,7.5,,No,VISITOR
539,ZONE-B,car,2024-05-20 22:00:00,15,40,10.0,CARD,,Visitor
540,Zone-C,Bike,2024-06-20 13:00:00,240,40,160.0,Cash,N,Regular
541,Zone-A,Bike,,30,40,20.0,Card,No,Visitor
542,,Car,wrong_time,60,40,40.0,,No,Regular
543,Zone-C,Car,2024-01-02 07:00:00,120,20,40.0,,Y,Visitor
544,Zone-C,Car,2024-05-19 04:00:00,30,0,0.0,Card,Yes,Regular
545,Zone-A,Car,2024-04-08 15:00:00,30,40,20.0,upi,Y,
546,Zone-A,Car,2024-06-05 09:00:00,60,0,0.0,UPI,No,
547,,car,2024-02-23 08:00:00,60,30,30.0,Cash,Yes,Regular
548,zone-a,,2024-07-16 02:00:00,0,30,0.0,UPI,Y,Visitor
549,zone-a,Bike,2024-06-01 01:00:00,30,40,20.0,Card,No,regular
550,zone-a,Bike,2024-03-31 19:00:00,15,20,5.0,upi,No,Visitor
551,zone-a,Car,2024-06-09 10:00:00,120,20,40.0,upi,Yes,Visitor
552,Zone-C,,2024-04-20 02:00:00,30,30,15.0,Card,Y,
553,Zone-C,EV,2024-05-28 02:00:00,30,20,10.0,Cash,No,Regular
554,,Bike,2024-05-05 12:00:00,120,20,40.0,UPI,Y,Visitor
555,Zone-A,Car,2024-04-11 20:00:00,30,30,15.0,,No,regular
556,zone c,,2024-07-06 03:00:00,15,0,0.0,Card,N,regular
557,ZONE-B,,2024-05-05 21:00:00,120,40,80.0,Card,No,VISITOR
558,Zone A,,2024-05-14 12:00:00,120,30,60.0,upi,Yes,Regular
559,,,2024-05-18 23:00:00,30,40,20.0,,,Visitor
560,Zone A,EV,2024-02-06 21:00:00,60,30,30.0,Cash,No,Visitor
561,Zone-A,,2024-06-17 15:00:00,240,20,80.0,,No,Visitor
562,zone-a,Bike,,30,40,20.0,Cash,No,Visitor
563,,Car,2024-05-30 21:00:00,120,40,80.0,upi,No,Visitor
564,,car,2024-07-03 22:00:00,60,40,40.0,Cash,N,regular
565,Zone-C,Car,wrong_time,0,20,0.0,UPI,,Visitor
566,,Bike,2024-07-12 05:00:00,30,,15.0,Card,Yes,regular
567,zone-a,EV,2024-03-19 05:00:00,-30,20,-10.0,Card,No,Visitor
568,Zone-C,car,2024-07-25 13:00:00,15,0,0.0,UPI,Y,Regular
569,,Bike,2024-06-08 23:00:00,15,0,0.0,UPI,Yes,VISITOR
570,zone-a,EV,2024-04-29 14:00:00,30,0,0.0,Cash,Y,Regular
571,Zone-A,EV,2024-01-04 05:00:00,120,30,60.0,CARD,No,
572,,Bike,2024-04-09 19:00:00,240,30,120.0,CARD,Yes,
573,,EV,2024-06-02 20:00:00,15,30,7.5,UPI,Yes,Visitor
574,zone-a,Bike,2024-02-13 09:00:00,0,20,0.0,UPI,Y,Visitor
575,ZONE-B,Bike,2024-02-26 16:00:00,0,40,0.0,UPI,No,Visitor
576,Zone-C,,2024-01-04 17:00:00,15,30,7.5,,No,Visitor
577,Zone-C,Car,2024-04-10 18:00:00,15,20,5.0,Card,Yes,Regular
578,Zone-C,,2024-05-10 06:00:00,60,,30.0,UPI,Yes,Visitor
579,ZONE-B,CAR,,60,20,20.0,upi,,regular
580,Zone-A,,2024-03-27 16:00:00,240,,120.0,UPI,Y,Visitor
581,,Bike,2024-04-29 07:00:00,15,0,0.0,Card,No,Visitor
582,Zone-C,,,5,,2.5,,No,VISITOR
583,zone c,CAR,2024-02-04 14:00:00,120,,60.0,Card,Yes,Visitor
584,zone-a,Bike,2024-01-16 13:00:00,-30,,-15.0,UPI,N,Visitor
585,ZONE-B,CAR,2024-02-09 17:00:00,120,20,40.0,Card,No,Regular
586,,EV,2024-07-23 21:00:00,60,30,30.0,Cash,No,VISITOR
587,Zone-A,Car,2024-05-15 14:00:00,0,20,0.0,Card,Yes,VISITOR
588,Zone-A,Bike,2024-03-28 12:00:00,120,40,80.0,Cash,Yes,Visitor
589,zone-a,EV,2024-01-12 04:00:00,-30,20,-10.0,Cash,Yes,Visitor
590,Zone-A,,2024-07-06 23:00:00,5,40,3.33,,Yes,Regular
591,Zone-A,Car,2024-03-05 09:00:00,15,0,0.0,CARD,YES,VISITOR
592,Zone-C,Bike,2024-03-04 06:00:00,15,0,0.0,UPI,N,Regular
593,,EV,2024-02-22 18:00:00,0,40,0.0,,No,Visitor
594,Zone-C,Car,2024-07-13 07:00:00,30,40,20.0,Cash,,VISITOR
595,,Car,2024-06-05 18:00:00,,0,0.0,Cash,YES,Visitor
596,Zone-A,,2024-06-07 23:00:00,120,40,80.0,UPI,No,Regular
597,zone c,Bike,2024-01-09 13:00:00,60,20,20.0,Cash,Yes,regular
598,zone c,EV,2024-05-05 04:00:00,15,40,10.0,Card,No,Visitor
599,Zone-A,Car,2024-03-09 13:00:00,30,20,10.0,Card,No,Regular
600,ZONE-B,,2024-04-16 02:00:00,60,40,40.0,Card,No,Regular
601,Zone A,EV,,15,,7.5,UPI,No,VISITOR
602,Zone-C,Car,2024-02-12 10:00:00,-30,20,-10.0,Card,No,VISITOR
603,Zone-A,Car,2024-06-20 07:00:00,15,,7.5,,No,regular
604,zone-a,Bike,wrong_time,240,30,120.0,,No,Regular
605,ZONE-B,Bike,2024-04-08 22:00:00,5,20,1.67,UPI,No,Visitor
606,,Bike,2024-05-31 12:00:00,5,20,1.67,Cash,No,Visitor
607,Zone A,Car,2024-02-13 23:00:00,120,40,80.0,upi,Yes,regular
608,zone-a,,2024-01-25 21:00:00,240,40,160.0,upi,YES,Regular
609,zone c,Car,2024-06-28 23:00:00,15,30,7.5,UPI,Y,Regular
610,Zone A,,2024-02-22 16:00:00,30,30,15.0,Card,Yes,Visitor
611,ZONE-B,car,2024-05-01 18:00:00,240,20,80.0,Cash,Yes,Visitor
612,ZONE-B,,2024-04-16 16:00:00,60,40,40.0,Cash,,Visitor
613,ZONE-B,Bike,2024-06-24 12:00:00,120,40,80.0,UPI,N,
614,Zone-C,car,2024-03-13 15:00:00,30,30,15.0,Cash,Yes,Regular
615,zone-a,Car,2024-04-03 02:00:00,5,30,2.5,Cash,No,Regular
616,Zone-A,EV,wrong_time,120,,60.0,Cash,No,Visitor
617,Zone A,Bike,2024-05-17 17:00:00,15,30,7.5,UPI,No,Regular
618,,,2024-04-03 22:00:00,30,30,15.0,UPI,Yes,Regular
619,Zone-C,Car,2024-04-12 00:00:00,60,20,20.0,UPI,N,VISITOR
620,Zone A,Car,2024-04-18 22:00:00,15,40,10.0,,N,Visitor
621,zone-a,Bike,2024-02-23 21:00:00,30,20,10.0,Card,Yes,Visitor
622,Zone-A,Bike,2024-07-09 09:00:00,60,40,40.0,upi,No,Regular
623,Zone-A,Car,2024-05-09 01:00:00,0,0,0.0,UPI,Y,VISITOR
624,Zone-C,Bike,2024-07-09 04:00:00,30,20,10.0,UPI,Y,Regular
625,ZONE-B,EV,,30,30,15.0,,No,
626,,Car,2024-01-31 08:00:00,15,,7.5,CARD,No,
627,ZONE-B,car,2024-05-09 21:00:00,15,20,5.0,Cash,N,regular
628,,Car,2024-05-09 06:00:00,60,30,30.0,CARD,No,VISITOR
629,Zone-C,CAR,2024-02-20 17:00:00,5,30,2.5,UPI,No,Visitor
630,Zone-A,CAR,,30,20,10.0,,N,Regular
631,Zone-A,Bike,2024-02-05 22:00:00,60,40,40.0,UPI,Yes,Visitor
632,zone-a,Car,2024-07-27 09:00:00,60,40,40.0,CARD,Yes,Visitor
633,,Bike,2024-02-20 15:00:00,30,0,0.0,Cash,No,VISITOR
634,ZONE-B,Car,2024-02-02 12:00:00,120,,60.0,CARD,Yes,Visitor
635,Zone-A,,2024-02-25 10:00:00,240,40,160.0,Cash,N,Regular
636,zone-a,CAR,2024-02-28 01:00:00,5,30,2.5,CARD,No,Regular
637,Zone-A,Bike,2024-07-07 10:00:00,30,40,20.0,,N,VISITOR
638,ZONE-B,Bike,2024-07-28 23:00:00,30,30,15.0,upi,N,Regular
639,,Bike,2024-04-01 19:00:00,60,40,40.0,UPI,Yes,VISITOR
640,Zone A,Bike,,5,0,0.0,UPI,Y,VISITOR
641,Zone-C,EV,2024-05-25 11:00:00,,20,20.0,Cash,No,
642,Zone A,Car,wrong_time,60,20,20.0,Card,No,VISITOR
643,Zone-C,EV,2024-07-04 00:00:00,15,30,7.5,upi,No,
644,,EV,2024-05-09 07:00:00,15,0,0.0,Cash,No,Visitor
645,Zone A,EV,2024-05-03 19:00:00,0,30,0.0,Card,Yes,regular
646,Zone-A,Bike,2024-04-02 12:00:00,120,40,80.0,,Yes,
647,Zone-A,Bike,2024-06-15 16:00:00,5,,2.5,Cash,N,Regular
648,Zone-A,Bike,2024-04-02 04:00:00,60,20,20.0,UPI,No,VISITOR
649,Zone-C,,2024-01-13 10:00:00,30,20,10.0,,,Visitor
650,,CAR,2024-02-02 21:00:00,30,20,10.0,UPI,No,
651,zone-a,Car,2024-01-14 10:00:00,120,40,80.0,UPI,No,Regular
652,Zone-A,EV,2024-07-19 19:00:00,30,20,10.0,,No,Visitor
653,Zone A,car,2024-01-12 19:00:00,15,30,7.5,,Y,Visitor
654,Zone A,Car,2024-01-30 14:00:00,15,30,7.5,Card,Yes,regular
655,Zone-A,Bike,2024-05-08 06:00:00,240,40,160.0,CARD,YES,Regular
656,Zone-C,Bike,2024-03-05 08:00:00,30,,15.0,Cash,No,Regular
657,Zone-A,Car,2024-04-09 10:00:00,30,0,0.0,Cash,Yes,
658,,Car,2024-02-07 17:00:00,60,30,30.0,UPI,YES,Visitor
659,,EV,2024-05-04 00:00:00,120,,60.0,,Yes,Visitor
660,zone-a,Bike,2024-01-24 09:00:00,-30,40,-20.0,UPI,No,Visitor
661,Zone-A,Car,2024-02-28 09:00:00,60,30,30.0,UPI,YES,Regular
662,Zone A,car,2024-07-10 06:00:00,-30,40,-20.0,Cash,,Visitor
663,ZONE-B,Bike,2024-05-13 07:00:00,120,40,80.0,UPI,Yes,regular
664,Zone-A,Car,2024-06-05 23:00:00,5,40,3.33,Card,Yes,Visitor
665,Zone-A,EV,2024-06-28 15:00:00,30,20,10.0,,No,
666,zone-a,Bike,2024-06-02 02:00:00,15,,7.5,UPI,Yes,Visitor
667,ZONE-B,car,2024-05-02 16:00:00,15,20,5.0,Card,N,regular
668,Zone-C,Car,wrong_time,30,30,15.0,CARD,YES,Regular
669,ZONE-B,Car,2024-06-16 14:00:00,60,30,30.0,Card,N,Visitor
670,zone-a,Car,,30,40,20.0,Card,,VISITOR
671,,Car,2024-04-01 23:00:00,60,20,20.0,Cash,YES,Regular
672,Zone-C,Bike,2024-07-06 08:00:00,30,40,20.0,Cash,No,Regular
673,,EV,2024-02-29 02:00:00,5,20,1.67,,,Regular
674,,EV,2024-03-23 20:00:00,240,40,160.0,upi,No,regular
675,ZONE-B,,2024-02-27 12:00:00,15,30,7.5,Card,,Regular
676,zone c,Bike,2024-04-17 03:00:00,60,40,40.0,upi,No,regular
677,zone-a,EV,2024-04-01 19:00:00,5,30,2.5,,Y,regular
678,Zone-A,Car,2024-01-14 19:00:00,30,20,10.0,UPI,Yes,
679,Zone-A,CAR,wrong_time,60,30,30.0,upi,Yes,VISITOR
680,ZONE-B,Car,2024-07-20 05:00:00,-30,,-15.0,upi,No,Visitor
681,ZONE-B,Car,wrong_time,15,30,7.5,upi,Yes,
682,Zone-A,Bike,2024-02-01 12:00:00,60,30,30.0,Card,Yes,Visitor
683,ZONE-B,EV,2024-03-23 17:00:00,5,30,2.5,,No,Regular
684,ZONE-B,Bike,2024-05-19 22:00:00,30,20,10.0,CARD,YES,Regular
685,Zone-A,Bike,2024-03-17 00:00:00,30,,15.0,UPI,,Regular
686,Zone-A,Bike,2024-02-14 10:00:00,5,30,2.5,UPI,No,regular
687,Zone-C,Bike,2024-03-30 15:00:00,120,40,80.0,UPI,YES,Regular
688,Zone-A,Car,2024-05-13 16:00:00,30,20,10.0,Card,No,Regular
689,zone c,Car,2024-04-07 17:00:00,-30,20,-10.0,UPI,,Visitor
690,zone-a,Car,2024-03-17 10:00:00,60,0,0.0,Cash,N,VISITOR
691,zone-a,EV,2024-06-06 23:00:00,15,40,10.0,UPI,No,Regular
