parking_id,city_zone,vehicle_type,entry_time,duration_minutes,hourly_rate,total_amount,payment_mode,violation,user_type,hour,day,weekday,month
265,ZONE-B,CAR,2024-01-05 13:00:00,30.0,20.0,10.0,CARD,YES,VISITOR,13,5,Friday,January
266,ZONE-C,BIKE,2024-06-02 00:00:00,15.0,30.0,7.5,CASH,NO,REGULAR,0,2,Sunday,June
267,ZONE-A,EV,2024-02-21 10:00:00,15.0,40.0,10.0,UPI,YES,VISITOR,10,21,Wednesday,February
268,ZONE-B,BIKE,2024-07-11 22:00:00,60.0,30.0,30.0,CASH,YES,VISITOR,22,11,Thursday,July
269,ZONE-C,EV,2024-02-23 20:00:00,30.0,20.0,10.0,UPI,YES,UNKNOWN,20,23,Friday,February
270,UNKNOWN,BIKE,2024-01-26 23:00:00,30.0,30.0,15.0,UPI,NO,VISITOR,23,26,Friday,January
271,ZONE-C,CAR,2024-04-12 01:00:00,60.0,20.0,20.0,UNKNOWN,YES,UNKNOWN,1,12,Friday,April
272,UNKNOWN,CAR,2024-06-22 17:00:00,60.0,40.0,40.0,UPI,NO,REGULAR,17,22,Saturday,June
273,ZONE-A,CAR,2024-06-06 11:00:00,15.0,30.0,7.5,CASH,NO,REGULAR,11,6,Thursday,June
274,ZONE-B,CAR,2024-04-25 20:00:00,15.0,40.0,10.0,CARD,NO,VISITOR,20,25,Thursday,April
275,ZONE-A,CAR,2024-05-31 20:00:00,15.0,20.0,5.0,UNKNOWN,NO,REGULAR,20,31,Friday,May
276,ZONE-A,UNKNOWN,2024-04-24 12:00:00,15.0,40.0,10.0,CARD,NO,REGULAR,12,24,Wednesday,April
277,ZONE-B,EV,2024-06-25 05:00:00,15.0,20.0,5.0,UPI,NO,REGULAR,5,25,Tuesday,June
278,ZONE-C,CAR,2024-04-28 11:00:00,120.0,40.0,80.0,UNKNOWN,NO,VISITOR,11,28,Sunday,April
279,ZONE-A,BIKE,2024-01-04 05:00:00,30.0,30.0,15.0,CASH,NO,REGULAR,5,4,Thursday,January
280,ZONE-C,CAR,2024-07-22 23:00:00,30.0,30.0,15.0,UNKNOWN,NO,UNKNOWN,23,22,Monday,July
282,ZONE-C,BIKE,2024-07-13 11:00:00,120.0,30.0,60.0,UNKNOWN,NO,VISITOR,11,13,Saturday,July
283,ZONE-B,CAR,2024-02-05 13:00:00,5.0,40.0,3.33,UNKNOWN,YES,REGULAR,13,5,Monday,February
284,ZONE-C,CAR,2024-06-06 00:00:00,60.0,40.0,40.0,UPI,YES,REGULAR,0,6,Thursday,June
286,ZONE-C,UNKNOWN,2024-03-16 19:00:00,30.0,30.0,15.0,CASH,YES,REGULAR,19,16,Saturday,March
287,ZONE-C,BIKE,2024-06-20 07:00:00,5.0,40.0,3.33,UPI,YES,REGULAR,7,20,Thursday,June
290,ZONE-A,BIKE,2024-05-08 23:00:00,240.0,20.0,80.0,UPI,YES,REGULAR,23,8,Wednesday,May
292,ZONE-B,BIKE,2024-06-15 10:00:00,60.0,30.0,30.0,CASH,YES,VISITOR,10,15,Saturday,June
293,UNKNOWN,BIKE,2024-05-31 02:00:00,60.0,20.0,20.0,UNKNOWN,YES,REGULAR,2,31,Friday,May
296,UNKNOWN,CAR,2024-01-22 09:00:00,15.0,30.0,7.5,UPI,NO,VISITOR,9,22,Monday,January
297,ZONE-A,BIKE,2024-04-29 16:00:00,120.0,20.0,40.0,CASH,YES,VISITOR,16,29,Monday,April
298,ZONE-B,EV,2024-03-02 22:00:00,15.0,30.0,7.5,CASH,NO,REGULAR,22,2,Saturday,March
299,ZONE-C,BIKE,2024-07-01 10:00:00,30.0,30.0,15.0,CASH,YES,VISITOR,10,1,Monday,July
300,ZONE-A,CAR,2024-03-23 10:00:00,240.0,40.0,160.0,CASH,NO,REGULAR,10,23,Saturday,March
301,ZONE-A,EV,2024-05-14 20:00:00,60.0,40.0,40.0,CARD,NO,VISITOR,20,14,Tuesday,May
302,ZONE-C,CAR,2024-06-11 04:00:00,120.0,20.0,40.0,CASH,YES,VISITOR,4,11,Tuesday,June
303,ZONE-A,CAR,2024-04-22 17:00:00,120.0,40.0,80.0,UNKNOWN,NO,REGULAR,17,22,Monday,April
304,ZONE-B,BIKE,2024-06-23 11:00:00,15.0,30.0,7.5,UPI,YES,REGULAR,11,23,Sunday,June
305,ZONE-A,CAR,2024-02-27 02:00:00,15.0,30.0,7.5,UNKNOWN,YES,REGULAR,2,27,Tuesday,February
306,ZONE-C,CAR,2024-06-28 01:00:00,240.0,30.0,120.0,UNKNOWN,NO,VISITOR,1,28,Friday,June
307,ZONE-B,BIKE,2024-01-28 19:00:00,120.0,20.0,40.0,UPI,YES,REGULAR,19,28,Sunday,January
308,ZONE-C,CAR,2024-06-26 08:00:00,120.0,20.0,40.0,CARD,YES,REGULAR,8,26,Wednesday,June
309,ZONE-A,CAR,2024-05-18 10:00:00,30.0,40.0,20.0,UPI,NO,VISITOR,10,18,Saturday,May
310,ZONE-A,UNKNOWN,2024-04-11 17:00:00,60.0,20.0,20.0,UPI,NO,VISITOR,17,11,Thursday,April
311,ZONE-B,CAR,2024-07-21 21:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,21,21,Sunday,July
312,ZONE-C,BIKE,2024-03-24 14:00:00,240.0,30.0,120.0,UPI,YES,REGULAR,14,24,Sunday,March
313,UNKNOWN,UNKNOWN,2024-01-30 02:00:00,60.0,30.0,30.0,UPI,NO,VISITOR,2,30,Tuesday,January
314,ZONE-A,UNKNOWN,2024-03-29 11:00:00,30.0,40.0,20.0,UPI,YES,VISITOR,11,29,Friday,March
316,ZONE-A,EV,2024-05-28 16:00:00,60.0,30.0,30.0,CARD,NO,VISITOR,16,28,Tuesday,May
317,ZONE-C,BIKE,2024-04-23 15:00:00,30.0,30.0,15.0,CARD,NO,VISITOR,15,23,Tuesday,April
318,ZONE-C,CAR,2024-04-07 10:00:00,5.0,30.0,2.5,CARD,NO,VISITOR,10,7,Sunday,April
319,ZONE-C,EV,2024-07-12 01:00:00,120.0,30.0,60.0,UPI,NO,REGULAR,1,12,Friday,July
320,ZONE-B,CAR,2024-02-18 07:00:00,60.0,30.0,30.0,CASH,NO,REGULAR,7,18,Sunday,February
321,ZONE-A,CAR,2024-07-25 07:00:00,240.0,30.0,120.0,UPI,YES,REGULAR,7,25,Thursday,July
322,ZONE-C,CAR,2024-06-15 09:00:00,120.0,30.0,60.0,UPI,NO,REGULAR,9,15,Saturday,June
323,ZONE-C,BIKE,2024-02-18 11:00:00,30.0,40.0,20.0,CARD,NO,REGULAR,11,18,Sunday,February
324,ZONE-C,BIKE,2024-01-08 03:00:00,15.0,40.0,10.0,CARD,NO,VISITOR,3,8,Monday,January
325,ZONE-A,BIKE,2024-04-26 15:00:00,30.0,30.0,15.0,CARD,NO,REGULAR,15,26,Friday,April
326,ZONE-A,EV,2024-02-08 06:00:00,15.0,30.0,7.5,UNKNOWN,YES,VISITOR,6,8,Thursday,February
327,ZONE-B,CAR,2024-02-16 22:00:00,5.0,40.0,3.33,UPI,YES,VISITOR,22,16,Friday,February
328,ZONE-A,BIKE,2024-07-12 20:00:00,60.0,20.0,20.0,UNKNOWN,NO,VISITOR,20,12,Friday,July
330,ZONE-C,UNKNOWN,2024-07-09 07:00:00,15.0,20.0,5.0,UPI,YES,VISITOR,7,9,Tuesday,July
332,ZONE-B,EV,2024-03-29 05:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,5,29,Friday,March
333,ZONE-A,CAR,2024-06-12 23:00:00,15.0,30.0,7.5,CARD,NO,REGULAR,23,12,Wednesday,June
334,ZONE-A,BIKE,2024-03-01 15:00:00,15.0,30.0,7.5,CARD,NO,VISITOR,15,1,Friday,March
335,UNKNOWN,BIKE,2024-05-10 18:00:00,15.0,40.0,10.0,UPI,NO,VISITOR,18,10,Friday,May
336,UNKNOWN,CAR,2024-07-24 21:00:00,120.0,30.0,60.0,UPI,NO,UNKNOWN,21,24,Wednesday,July
337,ZONE-B,CAR,2024-03-14 18:00:00,120.0,40.0,80.0,UPI,YES,VISITOR,18,14,Thursday,March
338,ZONE-A,CAR,2024-05-19 12:00:00,30.0,20.0,10.0,CASH,YES,VISITOR,12,19,Sunday,May
339,UNKNOWN,CAR,2024-04-15 23:00:00,30.0,30.0,15.0,UPI,NO,VISITOR,23,15,Monday,April
341,ZONE-A,UNKNOWN,2024-03-04 19:00:00,60.0,30.0,30.0,CARD,NO,VISITOR,19,4,Monday,March
342,ZONE-A,CAR,2024-01-22 11:00:00,30.0,40.0,20.0,UNKNOWN,YES,REGULAR,11,22,Monday,January
343,ZONE-A,CAR,2024-02-29 10:00:00,15.0,30.0,7.5,UPI,NO,REGULAR,10,29,Thursday,February
344,UNKNOWN,BIKE,2024-01-08 05:00:00,30.0,40.0,20.0,UPI,NO,VISITOR,5,8,Monday,January
345,ZONE-A,CAR,2024-06-30 04:00:00,60.0,20.0,20.0,CARD,NO,REGULAR,4,30,Sunday,June
346,ZONE-B,CAR,2024-06-24 23:00:00,30.0,30.0,15.0,UNKNOWN,YES,REGULAR,23,24,Monday,June
347,ZONE-A,UNKNOWN,2024-01-13 23:00:00,120.0,30.0,60.0,CARD,NO,VISITOR,23,13,Saturday,January
348,ZONE-A,CAR,2024-02-06 01:00:00,60.0,30.0,30.0,UNKNOWN,YES,VISITOR,1,6,Tuesday,February
350,ZONE-A,EV,2024-01-17 06:00:00,120.0,20.0,40.0,UPI,YES,REGULAR,6,17,Wednesday,January
351,ZONE-A,UNKNOWN,2024-04-21 10:00:00,30.0,30.0,15.0,CASH,NO,REGULAR,10,21,Sunday,April
354,ZONE-C,CAR,2024-04-28 22:00:00,60.0,30.0,30.0,CASH,YES,REGULAR,22,28,Sunday,April
355,ZONE-B,UNKNOWN,2024-02-15 10:00:00,30.0,30.0,15.0,UPI,NO,REGULAR,10,15,Thursday,February
356,ZONE-C,EV,2024-05-21 22:00:00,15.0,40.0,10.0,CARD,YES,VISITOR,22,21,Tuesday,May
357,ZONE-A,CAR,2024-06-20 15:00:00,30.0,30.0,15.0,UPI,YES,REGULAR,15,20,Thursday,June
358,ZONE-A,CAR,2024-02-24 18:00:00,5.0,30.0,2.5,CARD,NO,VISITOR,18,24,Saturday,February
361,ZONE-B,CAR,2024-02-29 19:00:00,60.0,40.0,40.0,UPI,YES,REGULAR,19,29,Thursday,February
362,UNKNOWN,CAR,2024-02-12 02:00:00,30.0,20.0,10.0,UNKNOWN,YES,VISITOR,2,12,Monday,February
363,UNKNOWN,BIKE,2024-05-24 21:00:00,60.0,40.0,40.0,CARD,NO,UNKNOWN,21,24,Friday,May
364,UNKNOWN,CAR,2024-01-04 12:00:00,60.0,20.0,20.0,UPI,NO,VISITOR,12,4,Thursday,January
366,ZONE-A,CAR,2024-07-21 01:00:00,60.0,30.0,30.0,UNKNOWN,NO,REGULAR,1,21,Sunday,July
367,ZONE-C,CAR,2024-01-16 23:00:00,30.0,20.0,10.0,UNKNOWN,NO,REGULAR,23,16,Tuesday,January
368,UNKNOWN,CAR,2024-01-23 23:00:00,30.0,40.0,20.0,CASH,NO,VISITOR,23,23,Tuesday,January
369,ZONE-B,BIKE,2024-05-02 23:00:00,5.0,30.0,2.5,CARD,YES,UNKNOWN,23,2,Thursday,May
370,ZONE-B,CAR,2024-06-27 03:00:00,60.0,30.0,30.0,UPI,YES,VISITOR,3,27,Thursday,June
371,ZONE-A,BIKE,2024-05-04 15:00:00,60.0,20.0,20.0,CASH,YES,VISITOR,15,4,Saturday,May
372,ZONE-A,CAR,2024-05-11 16:00:00,240.0,30.0,120.0,CARD,NO,REGULAR,16,11,Saturday,May
373,ZONE-A,UNKNOWN,2024-03-19 04:00:00,5.0,40.0,3.33,UPI,NO,VISITOR,4,19,Tuesday,March
374,UNKNOWN,CAR,2024-01-12 09:00:00,60.0,30.0,30.0,UNKNOWN,YES,REGULAR,9,12,Friday,January
375,UNKNOWN,UNKNOWN,2024-06-04 14:00:00,15.0,30.0,7.5,UNKNOWN,YES,VISITOR,14,4,Tuesday,June
376,UNKNOWN,BIKE,2024-04-18 11:00:00,120.0,40.0,80.0,CARD,NO,REGULAR,11,18,Thursday,April
377,ZONE-C,CAR,2024-06-22 02:00:00,120.0,30.0,60.0,UPI,YES,UNKNOWN,2,22,Saturday,June
378,ZONE-B,UNKNOWN,2024-01-26 07:00:00,60.0,30.0,30.0,UPI,NO,VISITOR,7,26,Friday,January
379,ZONE-A,CAR,2024-06-29 10:00:00,30.0,40.0,20.0,UPI,NO,REGULAR,10,29,Saturday,June
380,ZONE-A,BIKE,2024-05-09 21:00:00,15.0,30.0,7.5,CARD,YES,VISITOR,21,9,Thursday,May
382,ZONE-A,CAR,2024-02-13 10:00:00,60.0,30.0,30.0,CASH,YES,VISITOR,10,13,Tuesday,February
383,UNKNOWN,EV,2024-02-25 15:00:00,60.0,20.0,20.0,CARD,NO,VISITOR,15,25,Sunday,February
384,ZONE-A,CAR,2024-01-27 00:00:00,240.0,20.0,80.0,UNKNOWN,NO,VISITOR,0,27,Saturday,January
385,ZONE-A,CAR,2024-04-18 03:00:00,15.0,40.0,10.0,UPI,NO,REGULAR,3,18,Thursday,April
386,ZONE-C,EV,2024-06-26 00:00:00,5.0,30.0,2.5,UNKNOWN,NO,REGULAR,0,26,Wednesday,June
387,ZONE-B,BIKE,2024-04-07 06:00:00,60.0,40.0,40.0,UPI,NO,VISITOR,6,7,Sunday,April
388,UNKNOWN,EV,2024-04-20 19:00:00,120.0,30.0,60.0,UPI,YES,VISITOR,19,20,Saturday,April
389,ZONE-B,CAR,2024-06-02 06:00:00,120.0,40.0,80.0,CASH,NO,REGULAR,6,2,Sunday,June
390,UNKNOWN,BIKE,2024-06-08 14:00:00,5.0,30.0,2.5,UPI,YES,VISITOR,14,8,Saturday,June
391,ZONE-B,EV,2024-01-19 13:00:00,15.0,40.0,10.0,UNKNOWN,NO,REGULAR,13,19,Friday,January
392,UNKNOWN,CAR,2024-04-05 08:00:00,30.0,30.0,15.0,CASH,YES,REGULAR,8,5,Friday,April
393,ZONE-A,BIKE,2024-03-18 00:00:00,60.0,30.0,30.0,CASH,YES,VISITOR,0,18,Monday,March
394,ZONE-A,BIKE,2024-05-31 15:00:00,120.0,30.0,60.0,CARD,YES,VISITOR,15,31,Friday,May
395,UNKNOWN,CAR,2024-01-08 03:00:00,60.0,30.0,30.0,CARD,NO,VISITOR,3,8,Monday,January
396,ZONE-C,EV,2024-06-25 23:00:00,240.0,40.0,160.0,CARD,NO,VISITOR,23,25,Tuesday,June
397,ZONE-A,BIKE,2024-03-18 02:00:00,60.0,30.0,30.0,UNKNOWN,YES,REGULAR,2,18,Monday,March
398,ZONE-C,CAR,2024-05-14 23:00:00,60.0,30.0,30.0,UPI,YES,VISITOR,23,14,Tuesday,May
400,ZONE-A,BIKE,2024-03-06 21:00:00,5.0,40.0,3.33,CASH,NO,VISITOR,21,6,Wednesday,March
401,ZONE-C,BIKE,2024-02-02 09:00:00,15.0,40.0,10.0,CARD,NO,VISITOR,9,2,Friday,February
402,UNKNOWN,CAR,2024-03-15 19:00:00,30.0,30.0,15.0,CARD,YES,VISITOR,19,15,Friday,March
403,ZONE-C,CAR,2024-02-18 04:00:00,15.0,30.0,7.5,UPI,NO,REGULAR,4,18,Sunday,February
404,ZONE-C,CAR,2024-06-20 17:00:00,15.0,20.0,5.0,CASH,YES,REGULAR,17,20,Thursday,June
405,ZONE-B,CAR,2024-06-21 01:00:00,120.0,20.0,40.0,CARD,NO,REGULAR,1,21,Friday,June
406,ZONE-A,CAR,2024-04-16 05:00:00,15.0,30.0,7.5,CASH,NO,VISITOR,5,16,Tuesday,April
407,ZONE-A,CAR,2024-05-04 02:00:00,30.0,30.0,15.0,CARD,NO,VISITOR,2,4,Saturday,May
408,ZONE-C,UNKNOWN,2024-07-19 18:00:00,15.0,40.0,10.0,CARD,YES,VISITOR,18,19,Friday,July
409,ZONE-B,BIKE,2024-07-19 21:00:00,15.0,20.0,5.0,UNKNOWN,NO,REGULAR,21,19,Friday,July
410,UNKNOWN,CAR,2024-05-27 11:00:00,120.0,30.0,60.0,UPI,NO,VISITOR,11,27,Monday,May
411,UNKNOWN,EV,2024-03-16 13:00:00,15.0,40.0,10.0,UPI,YES,REGULAR,13,16,Saturday,March
412,UNKNOWN,CAR,2024-06-26 13:00:00,60.0,30.0,30.0,CASH,YES,REGULAR,13,26,Wednesday,June
413,ZONE-C,CAR,2024-06-20 13:00:00,30.0,30.0,15.0,CARD,NO,VISITOR,13,20,Thursday,June
414,ZONE-A,BIKE,2024-01-25 21:00:00,15.0,20.0,5.0,UNKNOWN,YES,UNKNOWN,21,25,Thursday,January
415,ZONE-C,CAR,2024-03-03 08:00:00,120.0,30.0,60.0,UNKNOWN,NO,VISITOR,8,3,Sunday,March
416,ZONE-B,BIKE,2024-06-08 12:00:00,60.0,30.0,30.0,UPI,NO,REGULAR,12,8,Saturday,June
417,ZONE-C,CAR,2024-06-29 08:00:00,15.0,40.0,10.0,CARD,NO,VISITOR,8,29,Saturday,June
418,ZONE-B,BIKE,2024-02-14 23:00:00,60.0,30.0,30.0,UNKNOWN,YES,VISITOR,23,14,Wednesday,February
419,ZONE-B,BIKE,2024-03-15 02:00:00,240.0,30.0,120.0,CARD,YES,UNKNOWN,2,15,Friday,March
421,ZONE-A,CAR,2024-03-10 16:00:00,5.0,20.0,1.67,UPI,YES,VISITOR,16,10,Sunday,March
422,UNKNOWN,CAR,2024-06-02 08:00:00,15.0,30.0,7.5,CARD,YES,REGULAR,8,2,Sunday,June
423,UNKNOWN,CAR,2024-04-10 08:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,8,10,Wednesday,April
424,ZONE-B,CAR,2024-05-05 06:00:00,120.0,20.0,40.0,CASH,NO,REGULAR,6,5,Sunday,May
425,ZONE-B,BIKE,2024-05-12 17:00:00,120.0,40.0,80.0,UPI,YES,REGULAR,17,12,Sunday,May
426,ZONE-C,CAR,2024-04-30 13:00:00,30.0,40.0,20.0,UPI,NO,UNKNOWN,13,30,Tuesday,April
427,ZONE-C,CAR,2024-03-07 03:00:00,60.0,40.0,40.0,UNKNOWN,YES,REGULAR,3,7,Thursday,March
429,ZONE-A,EV,2024-06-19 19:00:00,15.0,40.0,10.0,CARD,YES,VISITOR,19,19,Wednesday,June
430,ZONE-A,CAR,2024-04-23 05:00:00,60.0,30.0,30.0,CASH,NO,REGULAR,5,23,Tuesday,April
431,ZONE-C,CAR,2024-03-16 19:00:00,30.0,40.0,20.0,UNKNOWN,YES,REGULAR,19,16,Saturday,March
432,ZONE-B,EV,2024-07-01 22:00:00,5.0,40.0,3.33,CARD,NO,REGULAR,22,1,Monday,July
433,ZONE-C,BIKE,2024-03-28 17:00:00,240.0,20.0,80.0,UPI,YES,VISITOR,17,28,Thursday,March
434,ZONE-C,CAR,2024-07-26 22:00:00,60.0,20.0,20.0,CASH,NO,VISITOR,22,26,Friday,July
436,ZONE-A,CAR,2024-02-26 00:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,0,26,Monday,February
437,UNKNOWN,CAR,2024-04-20 17:00:00,60.0,30.0,30.0,UPI,YES,VISITOR,17,20,Saturday,April
438,UNKNOWN,CAR,2024-04-26 21:00:00,15.0,30.0,7.5,UPI,YES,VISITOR,21,26,Friday,April
439,ZONE-A,UNKNOWN,2024-07-24 01:00:00,30.0,30.0,15.0,UPI,YES,VISITOR,1,24,Wednesday,July
440,ZONE-A,CAR,2024-02-24 03:00:00,15.0,30.0,7.5,CASH,YES,REGULAR,3,24,Saturday,February
443,UNKNOWN,BIKE,2024-04-24 04:00:00,15.0,40.0,10.0,UNKNOWN,YES,UNKNOWN,4,24,Wednesday,April
444,ZONE-C,BIKE,2024-03-28 17:00:00,30.0,30.0,15.0,UPI,NO,REGULAR,17,28,Thursday,March
445,ZONE-A,CAR,2024-03-19 23:00:00,120.0,30.0,60.0,UPI,NO,VISITOR,23,19,Tuesday,March
446,ZONE-C,BIKE,2024-04-22 13:00:00,240.0,30.0,120.0,UPI,YES,VISITOR,13,22,Monday,April
447,ZONE-C,CAR,2024-03-11 04:00:00,5.0,20.0,1.67,UNKNOWN,NO,REGULAR,4,11,Monday,March
448,ZONE-A,CAR,2024-07-03 22:00:00,5.0,40.0,3.33,CARD,NO,REGULAR,22,3,Wednesday,July
449,ZONE-A,CAR,2024-04-24 15:00:00,240.0,30.0,120.0,CARD,NO,VISITOR,15,24,Wednesday,April
450,ZONE-C,BIKE,2024-02-12 14:00:00,30.0,30.0,15.0,UPI,YES,UNKNOWN,14,12,Monday,February
451,ZONE-C,BIKE,2024-03-05 00:00:00,15.0,30.0,7.5,CARD,NO,REGULAR,0,5,Tuesday,March
452,ZONE-C,BIKE,2024-02-01 01:00:00,60.0,40.0,40.0,CASH,YES,VISITOR,1,1,Thursday,February
453,ZONE-A,BIKE,2024-06-10 03:00:00,60.0,30.0,30.0,CARD,YES,VISITOR,3,10,Monday,June
454,ZONE-A,BIKE,2024-07-07 01:00:00,120.0,30.0,60.0,CASH,YES,REGULAR,1,7,Sunday,July
455,ZONE-C,CAR,2024-05-30 06:00:00,60.0,40.0,40.0,UNKNOWN,YES,VISITOR,6,30,Thursday,May
456,ZONE-A,BIKE,2024-06-03 00:00:00,30.0,20.0,10.0,UNKNOWN,NO,VISITOR,0,3,Monday,June
458,ZONE-A,EV,2024-04-03 05:00:00,15.0,40.0,10.0,CARD,YES,VISITOR,5,3,Wednesday,April
459,ZONE-C,UNKNOWN,2024-01-11 23:00:00,30.0,30.0,15.0,UNKNOWN,YES,VISITOR,23,11,Thursday,January
460,UNKNOWN,BIKE,2024-05-26 04:00:00,15.0,20.0,5.0,CARD,YES,REGULAR,4,26,Sunday,May
461,UNKNOWN,CAR,2024-05-29 04:00:00,15.0,30.0,7.5,UPI,NO,VISITOR,4,29,Wednesday,May
462,ZONE-A,CAR,2024-05-19 04:00:00,5.0,40.0,3.33,CASH,NO,REGULAR,4,19,Sunday,May
463,ZONE-C,EV,2024-04-11 00:00:00,120.0,30.0,60.0,UPI,YES,VISITOR,0,11,Thursday,April
464,ZONE-A,EV,2024-03-15 17:00:00,120.0,30.0,60.0,UNKNOWN,YES,REGULAR,17,15,Friday,March
465,ZONE-B,BIKE,2024-06-19 01:00:00,60.0,30.0,30.0,CASH,NO,REGULAR,1,19,Wednesday,June
466,ZONE-B,UNKNOWN,2024-03-14 02:00:00,120.0,30.0,60.0,UPI,NO,REGULAR,2,14,Thursday,March
467,ZONE-A,BIKE,2024-01-09 22:00:00,240.0,30.0,120.0,CARD,YES,VISITOR,22,9,Tuesday,January
468,ZONE-A,UNKNOWN,2024-06-20 03:00:00,15.0,30.0,7.5,UPI,YES,REGULAR,3,20,Thursday,June
469,ZONE-C,UNKNOWN,2024-01-17 06:00:00,30.0,20.0,10.0,CARD,NO,VISITOR,6,17,Wednesday,January
470,ZONE-A,CAR,2024-04-17 02:00:00,120.0,40.0,80.0,CASH,YES,VISITOR,2,17,Wednesday,April
471,ZONE-A,CAR,2024-06-20 08:00:00,15.0,20.0,5.0,UNKNOWN,YES,VISITOR,8,20,Thursday,June
472,ZONE-A,EV,2024-03-17 11:00:00,15.0,30.0,7.5,UPI,NO,VISITOR,11,17,Sunday,March
473,UNKNOWN,CAR,2024-01-25 21:00:00,60.0,30.0,30.0,UNKNOWN,YES,VISITOR,21,25,Thursday,January
474,ZONE-B,UNKNOWN,2024-01-25 12:00:00,120.0,30.0,60.0,UNKNOWN,YES,VISITOR,12,25,Thursday,January
475,ZONE-B,CAR,2024-04-05 09:00:00,15.0,40.0,10.0,UPI,NO,VISITOR,9,5,Friday,April
476,ZONE-B,UNKNOWN,2024-04-17 01:00:00,15.0,40.0,10.0,CARD,YES,VISITOR,1,17,Wednesday,April
479,ZONE-A,CAR,2024-03-22 09:00:00,15.0,20.0,5.0,CARD,NO,REGULAR,9,22,Friday,March
480,ZONE-C,CAR,2024-05-17 18:00:00,60.0,30.0,30.0,UPI,YES,VISITOR,18,17,Friday,May
481,ZONE-C,CAR,2024-04-25 12:00:00,60.0,30.0,30.0,UPI,NO,REGULAR,12,25,Thursday,April
483,ZONE-C,UNKNOWN,2024-04-23 07:00:00,30.0,40.0,20.0,CARD,NO,VISITOR,7,23,Tuesday,April
484,ZONE-A,UNKNOWN,2024-01-25 20:00:00,30.0,30.0,15.0,CASH,NO,REGULAR,20,25,Thursday,January
485,ZONE-A,BIKE,2024-07-27 04:00:00,120.0,40.0,80.0,CARD,NO,REGULAR,4,27,Saturday,July
487,ZONE-C,CAR,2024-01-21 19:00:00,120.0,40.0,80.0,UNKNOWN,YES,REGULAR,19,21,Sunday,January
488,UNKNOWN,EV,2024-02-22 07:00:00,120.0,30.0,60.0,CARD,NO,UNKNOWN,7,22,Thursday,February
489,ZONE-A,CAR,2024-05-01 13:00:00,15.0,20.0,5.0,CASH,NO,REGULAR,13,1,Wednesday,May
490,ZONE-B,EV,2024-04-06 05:00:00,60.0,30.0,30.0,CARD,YES,VISITOR,5,6,Saturday,April
491,ZONE-A,EV,2024-07-15 17:00:00,120.0,30.0,60.0,UPI,YES,VISITOR,17,15,Monday,July
493,ZONE-A,CAR,2024-04-28 23:00:00,240.0,20.0,80.0,CASH,NO,VISITOR,23,28,Sunday,April
494,ZONE-C,EV,2024-07-08 16:00:00,5.0,40.0,3.33,CASH,YES,VISITOR,16,8,Monday,July
495,ZONE-C,EV,2024-06-08 10:00:00,5.0,20.0,1.67,CARD,YES,REGULAR,10,8,Saturday,June
496,UNKNOWN,EV,2024-05-26 12:00:00,15.0,30.0,7.5,UNKNOWN,YES,REGULAR,12,26,Sunday,May
497,ZONE-C,UNKNOWN,2024-01-14 02:00:00,60.0,30.0,30.0,CASH,NO,REGULAR,2,14,Sunday,January
498,ZONE-A,CAR,2024-02-18 17:00:00,30.0,20.0,10.0,UPI,NO,REGULAR,17,18,Sunday,February
499,ZONE-C,EV,2024-07-04 14:00:00,15.0,30.0,7.5,CASH,NO,VISITOR,14,4,Thursday,July
500,ZONE-C,UNKNOWN,2024-01-15 09:00:00,60.0,30.0,30.0,UPI,YES,VISITOR,9,15,Monday,January
501,UNKNOWN,CAR,2024-02-22 18:00:00,30.0,40.0,20.0,CARD,NO,VISITOR,18,22,Thursday,February
502,ZONE-C,CAR,2024-03-20 01:00:00,120.0,30.0,60.0,CARD,NO,REGULAR,1,20,Wednesday,March
504,ZONE-C,CAR,2024-03-14 04:00:00,120.0,40.0,80.0,UPI,YES,REGULAR,4,14,Thursday,March
505,ZONE-A,CAR,2024-05-10 08:00:00,15.0,20.0,5.0,CASH,YES,VISITOR,8,10,Friday,May
506,ZONE-B,BIKE,2024-01-28 20:00:00,30.0,30.0,15.0,UNKNOWN,NO,REGULAR,20,28,Sunday,January
507,ZONE-C,CAR,2024-02-13 07:00:00,30.0,30.0,15.0,UNKNOWN,NO,UNKNOWN,7,13,Tuesday,February
508,ZONE-A,CAR,2024-02-22 16:00:00,120.0,30.0,60.0,UNKNOWN,YES,REGULAR,16,22,Thursday,February
509,ZONE-A,CAR,2024-01-30 11:00:00,5.0,40.0,3.33,CASH,NO,VISITOR,11,30,Tuesday,January
510,UNKNOWN,BIKE,2024-03-04 21:00:00,240.0,20.0,80.0,UPI,YES,REGULAR,21,4,Monday,March
511,UNKNOWN,CAR,2024-01-13 07:00:00,120.0,20.0,40.0,CARD,YES,REGULAR,7,13,Saturday,January
512,ZONE-A,CAR,2024-04-07 08:00:00,30.0,20.0,10.0,UPI,NO,VISITOR,8,7,Sunday,April
513,UNKNOWN,UNKNOWN,2024-07-25 21:00:00,30.0,30.0,15.0,UPI,NO,VISITOR,21,25,Thursday,July
